Geo__geoid_,Geo_qname,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,SE_A14006_001,SE_A14008_001,SE_B10060_001,SE_B10060_002,SE_B10060_003,SE_B18002_001,SE_B18002_002,SE_B18002_003,SE_B10040_001,SE_B10040_002,SE_B10040_003,SE_A10038_001,SE_A10038_002,SE_A10038_003,SE_A10038_004,SE_A10038_005,SE_A10038_006,SE_A10038_007,SE_A10038_008,SE_A10038_009,SE_A10038_010,SE_A10038_011,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007
"06081610901","Census Tract 6109.01, San Mateo County, California","CA",140,0,,,,6,81,,,610901,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610901","Census Tract 6109.01, San Mateo County, California",,,6,2962,2962,1652,0,0,402,0,352,556,2962,2013,1400,0,0,402,0,0,211,949,252,0,0,0,0,352,345,1343,6,133,40,0,0,0,0,32,55,97,129,82,70,65,266,368,138361,290871.7795979151,431,329,102,912,229,199,431,178,112,912,0,0,0,0,51,5,454,296,106,0,2962,70,164,0,71,207,2450
"06081610902","Census Tract 6109.02, San Mateo County, California","CA",140,0,,,,6,81,,,610902,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081610902","Census Tract 6109.02, San Mateo County, California",,,6,2839,2839,849,176,14,628,0,959,213,2839,1759,782,164,14,628,0,22,149,1080,67,12,0,0,0,937,64,1110,20,16,0,0,46,0,0,27,59,55,63,237,53,151,100,283,116250,149620.99099099098,407,176,231,703,326,146,407,139,75,703,17,0,29,0,0,95,116,181,265,0,2837,76,219,45,43,305,2149
"06081611000","Census Tract 6110, San Mateo County, California","CA",140,0,,,,6,81,,,611000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611000","Census Tract 6110, San Mateo County, California",,,6,6723,6723,2748,229,481,550,0,1832,883,6723,3528,2519,204,0,494,0,51,260,3195,229,25,481,56,0,1781,623,2246,52,0,0,45,0,0,49,118,41,77,374,169,44,331,266,680,135256,174629.16295636687,963,621,342,1283,318,327,963,300,184,1283,0,0,0,0,0,0,216,413,632,22,6703,222,73,308,50,1176,4874
"06081611100","Census Tract 6111, San Mateo County, California","CA",140,0,,,,6,81,,,611100,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611100","Census Tract 6111, San Mateo County, California",,,6,6415,6415,3760,308,25,743,0,618,961,6415,5250,3557,308,25,743,0,55,562,1165,203,0,0,0,0,563,399,2273,63,0,0,9,0,0,15,0,0,85,143,79,211,224,277,1167,211354,287907.69907611085,1991,1501,490,282,71,87,1991,296,113,282,0,0,0,0,0,33,0,21,228,0,6383,155,36,6,35,9,6142
"06081611200","Census Tract 6112, San Mateo County, California","CA",140,0,,,,6,81,,,611200,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611200","Census Tract 6112, San Mateo County, California",,,6,2750,2750,1869,46,0,461,0,16,358,2750,2455,1800,46,0,461,0,0,148,295,69,0,0,0,0,16,210,1028,0,8,0,6,0,31,5,76,0,32,7,17,58,61,92,635,232500,276960.4085603113,924,624,300,104,19,20,924,165,41,104,0,0,0,0,0,12,0,5,80,7,2744,16,26,0,0,116,2586
"06081611300","Census Tract 6113, San Mateo County, California","CA",140,0,,,,6,81,,,611300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611300","Census Tract 6113, San Mateo County, California",,,6,4849,4849,2680,92,21,728,0,693,635,4849,3526,2579,71,8,642,0,38,188,1323,101,21,13,86,0,655,447,1748,10,10,14,9,30,19,9,55,13,34,59,130,130,123,110,993,222875,302449.6567505721,1229,935,294,519,39,89,1229,266,118,519,0,0,0,0,0,25,149,18,268,59,4826,164,20,26,35,81,4500
"06081611400","Census Tract 6114, San Mateo County, California","CA",140,0,,,,6,81,,,611400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611400","Census Tract 6114, San Mateo County, California",,,6,4198,4198,2806,57,4,797,13,105,416,4198,3785,2644,57,4,797,13,0,270,413,162,0,0,0,0,105,146,1319,37,8,8,26,0,18,0,0,22,6,75,9,83,56,94,877,250001,645590.9780136467,1107,809,298,212,8,25,1107,413,243,212,0,25,0,0,10,0,0,0,127,50,3639,107,18,18,52,76,3368
"06081611500","Census Tract 6115, San Mateo County, California","CA",140,0,,,,6,81,,,611500,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611500","Census Tract 6115, San Mateo County, California",,,6,2823,2823,2094,0,0,507,0,6,216,2823,2413,1826,0,0,507,0,0,80,410,268,0,0,0,0,6,136,947,3,49,0,0,0,0,0,19,0,7,0,36,56,18,75,684,250001,583767.793030623,873,593,280,74,14,0,873,271,187,74,0,0,0,0,0,0,0,0,65,9,2823,32,6,34,36,0,2715
"06081611600","Census Tract 6116, San Mateo County, California","CA",140,0,,,,6,81,,,611600,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611600","Census Tract 6116, San Mateo County, California",,,6,2304,2304,1222,103,0,531,15,51,382,2304,1980,1147,103,0,514,15,0,201,324,75,0,0,17,0,51,181,750,0,0,0,5,4,7,10,10,5,17,12,51,13,61,63,492,250001,365431.06666666665,633,428,205,117,50,8,633,119,52,117,0,0,0,0,0,0,24,22,71,0,2304,95,0,0,0,20,2189
"06081611700","Census Tract 6117, San Mateo County, California","CA",140,0,,,,6,81,,,611700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611700","Census Tract 6117, San Mateo County, California",,,6,6229,6229,1515,468,32,1069,0,2032,1113,6229,2303,632,443,0,1069,0,0,159,3926,883,25,32,0,0,2032,954,1777,42,0,0,13,44,33,33,91,33,116,37,104,138,209,196,688,149669,197148.50872256613,763,57,706,1014,251,181,763,143,26,1014,0,48,18,39,31,70,141,40,600,27,6229,124,46,80,48,290,5641
"06081611800","Census Tract 6118, San Mateo County, California","CA",140,0,,,,6,81,,,611800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611800","Census Tract 6118, San Mateo County, California",,,6,4969,4969,601,748,352,309,605,1679,675,4969,1971,224,699,24,309,605,71,39,2998,377,49,328,0,0,1608,636,1104,16,29,29,12,7,0,8,0,0,50,59,78,235,145,169,267,131618,151879.71014492755,719,73,646,385,96,121,719,228,62,385,0,0,0,0,27,43,41,42,217,15,4961,249,47,163,201,386,3915
"06081611901","Census Tract 6119.01, San Mateo County, California","CA",140,0,,,,6,81,,,611901,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611901","Census Tract 6119.01, San Mateo County, California",,,6,4152,4152,704,745,57,678,10,1834,124,4152,1998,421,745,0,678,10,119,25,2154,283,0,57,0,0,1715,99,1032,35,42,10,0,0,0,0,74,38,0,0,186,104,127,100,316,140119,179545.05813953487,643,161,482,389,11,177,643,242,104,389,0,0,42,0,45,161,0,11,130,0,4152,237,13,48,22,970,2862
"06081611902","Census Tract 6119.02, San Mateo County, California","CA",140,0,,,,6,81,,,611902,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081611902","Census Tract 6119.02, San Mateo County, California",,,6,7251,7251,2568,980,0,234,159,2168,1142,7251,3181,1556,980,0,234,159,0,252,4070,1012,0,0,0,0,2168,890,2058,15,0,32,43,21,83,58,49,27,74,362,134,251,44,72,793,108571,174382.9931972789,1386,504,882,672,187,313,1386,454,371,672,0,0,43,0,53,79,172,39,271,15,7000,208,243,439,542,36,5532
"06081612001","Census Tract 6120.01, San Mateo County, California","CA",140,0,,,,6,81,,,612001,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612001","Census Tract 6120.01, San Mateo County, California",,,6,4059,4059,826,404,94,34,409,1430,862,4059,1248,242,404,34,34,409,0,125,2811,584,0,60,0,0,1430,737,968,51,22,31,26,0,0,32,0,34,11,101,119,98,68,183,192,123170,130054.13223140496,580,44,536,388,115,115,580,131,44,388,0,0,0,0,12,105,7,99,165,0,4054,228,58,22,304,111,3331
"06081612002","Census Tract 6120.02, San Mateo County, California","CA",140,0,,,,6,81,,,612002,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612002","Census Tract 6120.02, San Mateo County, California",,,6,3354,3354,540,377,390,164,135,1428,320,3354,837,174,360,0,164,135,0,4,2517,366,17,390,0,0,1428,316,843,79,23,32,21,17,15,22,0,41,8,145,67,116,69,99,89,87750,102945.55160142347,378,41,337,465,177,163,378,203,118,465,27,23,27,10,56,44,79,17,182,0,3354,272,3,174,87,52,2766
"06081612101","Census Tract 6121.01, San Mateo County, California","CA",140,0,,,,6,81,,,612101,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612101","Census Tract 6121.01, San Mateo County, California",,,6,3530,3530,1486,56,0,209,0,1532,247,3530,1527,1038,56,0,209,0,195,29,2003,448,0,0,0,0,1337,218,1370,17,0,0,0,18,172,18,101,74,83,72,30,222,64,93,406,114877,178560.65693430658,422,308,114,948,169,189,422,99,47,948,0,12,0,0,132,312,246,172,47,27,3530,29,14,0,528,413,2546
"06081612102","Census Tract 6121.02, San Mateo County, California","CA",140,0,,,,6,81,,,612102,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612102","Census Tract 6121.02, San Mateo County, California",,,6,2878,2878,827,241,311,250,0,824,425,2878,1229,717,241,0,227,0,0,44,1649,110,0,311,23,0,824,381,1345,91,78,87,0,0,90,40,0,152,132,142,171,36,89,130,107,60093,93836.87732342008,171,27,144,1174,350,363,171,122,38,1174,0,0,0,0,322,303,121,206,222,0,2878,251,0,132,345,241,1909
"06081612500","Census Tract 6125, San Mateo County, California","CA",140,0,,,,6,81,,,612500,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612500","Census Tract 6125, San Mateo County, California",,,6,4397,4397,2318,295,19,1076,0,215,474,4397,4124,2263,295,0,1076,0,134,356,273,55,0,19,0,0,81,118,1836,35,0,73,0,0,63,10,11,86,54,41,106,158,216,250,733,168235,250379.52069716775,553,423,130,1283,483,158,553,141,38,1283,0,0,0,9,19,93,233,115,801,13,4397,85,56,52,293,13,3898
"06081612600","Census Tract 6126, San Mateo County, California","CA",140,0,,,,6,81,,,612600,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612600","Census Tract 6126, San Mateo County, California",,,6,4446,4446,3068,91,73,690,8,107,409,4446,4017,3011,74,0,690,8,14,220,429,57,17,73,0,0,93,189,1929,89,14,9,67,25,32,0,26,36,26,134,105,183,120,114,949,188977,272463.7636080871,474,381,93,1455,206,190,474,105,35,1455,72,40,57,27,40,124,258,225,559,53,4249,106,32,33,9,187,3882
"06081612700","Census Tract 6127, San Mateo County, California","CA",140,0,,,,6,81,,,612700,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612700","Census Tract 6127, San Mateo County, California",,,6,2042,2042,1596,0,0,333,0,17,96,2042,1986,1563,0,0,331,0,7,85,56,33,0,0,2,0,10,11,742,6,6,12,4,8,4,6,0,4,11,16,33,33,72,26,501,250001,430183.96226415096,622,517,105,120,0,42,622,144,97,120,0,0,0,0,7,0,0,0,105,8,2036,15,21,5,28,40,1927
"06081612800","Census Tract 6128, San Mateo County, California","CA",140,0,,,,6,81,,,612800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612800","Census Tract 6128, San Mateo County, California",,,6,3104,3104,2402,3,2,373,6,12,306,3104,3015,2356,3,2,373,6,0,275,89,46,0,0,0,0,12,31,973,26,28,0,11,9,7,27,6,0,28,20,21,24,6,76,684,250001,543058.2733812949,806,655,151,167,4,49,806,177,80,167,0,0,9,0,31,0,0,24,96,7,3104,93,28,36,14,61,2872
"06081612900","Census Tract 6129, San Mateo County, California","CA",140,0,,,,6,81,,,612900,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081612900","Census Tract 6129, San Mateo County, California",,,6,4407,4407,3120,3,4,944,0,16,320,4407,4130,2940,3,4,944,0,0,239,277,180,0,0,0,0,16,81,1594,0,13,0,34,0,7,53,24,8,8,67,71,84,58,117,1050,250001,462452.0702634881,1254,880,374,340,153,42,1254,322,151,340,0,0,0,0,0,0,38,60,242,0,4402,57,18,18,35,22,4252
"06081613000","Census Tract 6130, San Mateo County, California","CA",140,0,,,,6,81,,,613000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613000","Census Tract 6130, San Mateo County, California",,,6,3108,3108,2087,19,0,630,0,67,305,3108,2810,1989,19,0,630,0,0,172,298,98,0,0,0,0,67,133,1174,23,11,0,0,8,0,9,20,23,63,50,23,60,53,131,700,250001,435389.7785349234,890,637,253,284,51,73,890,319,171,284,0,0,0,0,13,0,0,43,228,0,3108,50,0,24,7,84,2943
"06081613200","Census Tract 6132, San Mateo County, California","CA",140,0,,,,6,81,,,613200,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613200","Census Tract 6132, San Mateo County, California",,,6,6629,6629,5233,10,0,490,0,436,460,6629,5780,5036,10,0,471,0,39,224,849,197,0,0,19,0,397,236,2592,19,17,45,17,15,16,30,33,13,15,18,179,97,293,159,1626,250001,449248.7654320987,2211,1966,245,381,57,169,2211,432,207,381,0,0,0,0,33,0,19,15,200,114,6564,91,17,142,159,36,6119
"06081613300","Census Tract 6133, San Mateo County, California","CA",140,0,,,,6,81,,,613300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613300","Census Tract 6133, San Mateo County, California",,,6,2750,2750,2249,39,0,228,0,36,198,2750,2605,2156,39,0,228,0,7,175,145,93,0,0,0,0,29,23,896,15,0,0,0,0,0,5,3,37,7,51,35,74,38,12,619,250001,380135.6026785714,805,694,111,91,20,18,805,311,106,91,5,0,0,0,1,0,24,14,45,2,2746,59,39,16,15,48,2569
"06081613400","Census Tract 6134, San Mateo County, California","CA",140,0,,,,6,81,,,613400,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613400","Census Tract 6134, San Mateo County, California",,,6,2947,2947,2492,0,0,103,0,29,323,2947,2694,2463,0,0,103,0,15,113,253,29,0,0,0,0,14,210,1050,28,0,0,22,0,22,10,9,33,12,19,11,36,84,100,664,250001,455521.1428571429,832,733,99,218,31,48,832,237,109,218,0,0,0,0,0,20,0,21,129,48,2934,95,0,7,107,14,2711
"06081613501","Census Tract 6135.01, San Mateo County, California","CA",140,0,,,,6,81,,,613501,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613501","Census Tract 6135.01, San Mateo County, California",,,6,4385,4385,2814,18,0,269,1,111,1172,4385,2913,2407,18,0,269,1,0,218,1472,407,0,0,0,0,111,954,1323,0,0,32,0,7,21,28,22,8,39,104,47,127,159,217,512,167872,220277.32426303855,950,733,217,373,82,37,950,245,113,373,0,0,0,0,0,0,50,143,163,17,4385,157,49,48,470,378,3283
"06081613502","Census Tract 6135.02, San Mateo County, California","CA",140,0,,,,6,81,,,613502,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613502","Census Tract 6135.02, San Mateo County, California",,,6,5880,5880,5081,19,11,219,0,307,243,5880,5349,5021,19,0,219,0,0,90,531,60,0,11,0,0,307,153,2444,37,62,16,87,45,0,25,59,0,24,86,102,136,182,209,1374,225725,250297.29950900163,2178,2030,148,266,71,53,2178,765,459,266,0,0,0,33,32,49,37,0,82,33,5826,94,115,81,294,75,5167
"06081613600","Census Tract 6136, San Mateo County, California","CA",140,0,,,,6,81,,,613600,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613600","Census Tract 6136, San Mateo County, California",,,6,5913,5913,4405,14,9,210,0,608,667,5913,4515,4010,14,9,210,0,0,272,1398,395,0,0,0,0,608,395,2049,17,54,25,51,0,13,0,31,0,128,22,294,152,160,234,868,159653,211352.0253782333,1904,1511,393,145,0,17,1904,395,157,145,0,0,0,0,0,0,69,17,59,0,5716,82,38,143,282,32,5139
"06081613701","Census Tract 6137.01, San Mateo County, California","CA",140,0,,,,6,81,,,613701,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613701","Census Tract 6137.01, San Mateo County, California",,,6,3669,3669,2825,59,0,63,0,152,570,3669,3053,2670,10,0,63,0,0,310,616,155,49,0,0,0,152,260,1418,22,13,0,33,11,19,23,27,18,42,57,127,112,116,208,590,164615,293515.37376586744,1283,1149,134,135,38,13,1283,397,194,135,0,0,9,0,65,0,0,10,42,9,3597,32,59,64,18,82,3342
"06081613702","Census Tract 6137.02, San Mateo County, California","CA",140,0,,,,6,81,,,613702,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613702","Census Tract 6137.02, San Mateo County, California",,,6,4419,4419,2238,23,0,105,0,1281,772,4419,2448,2160,23,0,105,0,0,160,1971,78,0,0,0,0,1281,612,1628,82,91,70,18,32,65,56,47,15,39,50,135,89,208,193,438,125563,169114.37346437346,856,657,199,772,182,141,856,276,132,772,32,121,28,22,164,142,27,77,139,20,4419,187,96,173,300,273,3390
"06081613800","Census Tract 6138, San Mateo County, California","CA",140,0,,,,6,81,,,613800,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613800","Census Tract 6138, San Mateo County, California",,,6,4154,4154,2574,0,1,195,0,757,627,4154,3076,2549,0,0,195,0,105,227,1078,25,0,1,0,0,652,400,1517,31,14,45,0,74,0,14,0,0,43,56,144,128,38,78,852,215554,233225.70863546475,1091,906,185,426,14,31,1091,211,114,426,46,0,30,88,30,7,25,42,30,128,4149,115,63,322,198,278,3173
"06081613900","Census Tract 6139, San Mateo County, California","CA",140,0,,,,6,81,,,613900,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081613900","Census Tract 6139, San Mateo County, California",,,6,6045,6045,3819,170,69,908,86,76,917,6045,5088,3459,170,10,887,86,0,476,957,360,0,59,21,0,76,441,1978,0,0,60,0,0,48,45,30,0,99,0,193,63,74,146,1220,250001,413677.09807886754,1325,918,407,653,296,88,1325,300,103,653,0,0,16,0,33,14,228,110,252,0,5879,286,158,178,105,25,5127
"06081614000","Census Tract 6140, San Mateo County, California","CA",140,0,,,,6,81,,,614000,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081614000","Census Tract 6140, San Mateo County, California",,,6,5972,5972,1620,102,22,2636,13,773,806,5972,4500,1443,102,0,2590,13,41,311,1472,177,0,22,46,0,732,495,1886,8,11,0,0,91,0,22,7,15,30,119,49,194,169,226,945,200385,229573.38282078473,1364,365,999,522,175,143,1364,237,55,522,0,0,0,0,0,0,33,150,339,0,5709,94,4,38,3,137,5433
"06081984300","Census Tract 9843, San Mateo County, California","CA",140,0,,,,6,81,,,984300,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081984300","Census Tract 9843, San Mateo County, California",,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06081990100","Census Tract 9901, San Mateo County, California","CA",140,0,,,,6,81,,,990100,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06081990100","Census Tract 9901, San Mateo County, California",,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
